,pano_id,panoLon,panoLat,distDiff,connectivity,environment,infrastructure,vehicle_cyclist_interaction,perception,bikeability
0,pano=EIzSniBOXDgT4m2fGH2SNQ,103.9145120125812,1.4009165256075018,8.431669172106047e-05,16.543839758125472,6.033643800733241,10.306356109110215,9.876923076923076,11.812473445672111,54.57323619056412
1,pano=tzvazBY0ag5RgAsvJgHvZA,103.965905638583,1.375534910315304,1.485780826360492e-05,17.195767195767196,6.201077377750082,8.185974052853895,9.424588459474652,12.460344827509418,53.467751913355244
2,pano=FJjCz3jIAWYYnGq4PvR9HA,103.81903770769,1.293706060905907,0.0001037013988716,16.37377173091459,5.183290607352283,10.461538461538462,9.676923076923076,12.324874065199731,54.02039794192814
3,pano=TfQN73pv-6mAZy2QnMIAPA,103.7037470592646,1.34197641845991,0.0001841903320212,12.83068783068783,7.48515897376594,8.747761374674624,13.2,12.055089774846088,54.318697953974485
4,pano=PATYQYa4O43_LjJ_JMbrFw,103.9009288638468,1.311460998844609,5.704250385187184e-05,17.063492063492063,6.289767903282538,11.938197740122003,8.398850613645967,12.230997479837686,55.92130580038027
5,pano=E6660nlM7BNQcxWAFfOrUw,103.946928708088,1.38072059023599,3.177285556929931e-05,18.80952380952381,5.36304383989126,10.392287947425512,10.0,12.652448350051245,57.21730394689183
6,pano=5Fx4bBTED_DiQnmghKKpMg,103.6962023,1.3223601,2.963393324526911e-05,17.43764172335601,5.48321496949539,8.107008848516964,9.1,9.285699151463495,49.41356469283186
7,pano=nSe1OPKZc8tDVN47xXMPmw,103.8296043,1.4316823,6.520927848006501e-05,17.142857142857142,5.734324101873245,11.45246900439682,14.76923076923077,10.26222944033186,59.36111045868983
8,pano=poOkde62PYohfVz9QanmZg,103.8662043199169,1.3642562374841078,1.1905706348082625e-05,16.150793650793652,5.4648015270028845,8.174531631633705,8.021493386960879,15.002820093424525,52.81444028981564
9,pano=fv6TIpS4VLphtqRILfAITg,103.7616574,1.3167893999999998,0.0001388744036978,16.320861678004537,5.061720119918915,6.94224636659463,9.4,10.065872124555684,47.79070028907376
10,pano=BONOq4K14U0OSsnQzhD1TA,103.8444774946862,1.436616202161129,8.270367627144475e-05,17.6984126984127,6.567335757023635,11.530507063867468,9.692307692307692,9.784409018353715,55.272972229965205
11,pano=PfDTDlyvt1sAXLyicThzug,103.873538454888,1.3031111658844092,6.402362606469106e-05,18.84920634920635,5.289597909878027,8.576777473663622,10.0,12.49994005964228,55.21552179239028
12,pano=PRVfkiR9eQY7d6BKQZxl1A,103.7648200440154,1.3117312835911,2.049446113253239e-05,15.840891912320483,5.815107101203429,10.367414188091502,9.792307692307691,12.247270251446649,54.06299114536975
13,pano=_wyjYwY4hiTHhYZkRJiS6w,103.9248027210256,1.311266032662988,4.1986271268926254e-05,13.32010582010582,5.097697082508823,10.203459440302469,8.830809286265861,10.73782696021167,48.189898589394645
14,pano=jisNPeB4SBIBuN-yxXDKqQ,103.8621729,1.3829173,2.4748737333137428e-05,16.693121693121693,5.002285607925671,10.174818571621373,9.538461538461538,12.87613426328452,54.28482167441479
15,pano=9IjgPGfUxrRNTPuUNjiSWg,103.8035152245908,1.432542547268984,0.0001072520944034,17.817460317460316,6.261513235885378,11.45556495496322,8.892307692307693,11.74114089950736,56.167987100123966
16,pano=rOIp_h17rNHEG5_Y4YcyTQ,103.966749968502,1.350659152497403,0.0001327025081279,16.98979591836735,7.024511743746335,8.121600242755116,9.9,11.528039909972344,53.56394781484114
17,pano=8ZKfKMG3jBWgIf01bqo-Zw,103.6915424743115,1.3873980794062972,0.0004380664420822,20.0,6.48288258678198,6.454646285571147,10.0,14.404345986256455,57.341874858609586
18,pano=rZ1CyKBtnPW6hW95bqs9wQ,103.8530335,1.3122055,1.8163975325397765e-05,14.948979591836736,7.254101305148456,13.596785389651084,8.799815720485222,13.905706222917646,58.50538823003914
19,pano=DPPv4RqkVkkStaMF5UEEGg,103.7930398,1.4319598999999998,2.1029740839025907e-05,16.58730158730159,5.385965451844819,8.496110059114974,10.0,11.082687140788684,51.55206423905007
20,pano=63sU0713Hm5zCtGjkKeo_A,103.6315874292463,1.293366008078157,5.417765795822066e-05,17.341269841269842,5.014818219980332,10.256205123113867,15.0,13.34093391244068,60.953227096804724
21,pano=TAFoJKt68_o6mojZuVj22w,103.7711497522934,1.3129030969342228,0.0001129135997939,16.38888888888889,4.854752609962985,14.475839660534367,9.538461538461538,12.522067063054749,57.78000976090253
22,pano=TQYD_iqoRlxQDBq6AMTTSA,103.7849954,1.3211027,8.747005202887463e-05,17.783446712018144,4.7338367409596085,8.78903504809754,10.0,11.146377919643506,52.452696420718794
23,pano=_AC7rIDJAA_Cwf9E29ww9g,103.8890138,1.3774328000000002,2.5209720344497656e-05,16.785714285714285,5.60250097816439,11.75583063052151,14.03076923076923,10.316625163149594,58.49144028831901
24,pano=iRiRXx-f2hLnuLY0pFh9Fw,103.8394169380571,1.2949815834358769,5.974164442851549e-05,13.253968253968257,6.861442079474707,9.966485357772404,9.738461538461538,12.625644420990897,52.446001650667796
25,pano=LrCEr9fF2h2rgW38e2lF0w,103.8584277428515,1.404172534633396,0.0001775273258284,18.92857142857143,4.253401443392887,7.846153846153846,9.923076923076923,10.99610531728321,51.9473089584783
26,pano=Zr6gH0xUljApQa0mv4zj8w,103.9555870901452,1.346575447021876,0.0001650192243169,17.182539682539684,6.60698101522982,10.407373818374618,9.676923076923076,10.351002517368316,54.22482011043551
27,pano=O3tCLSM-mlI7I23ln2_2dw,103.8834381048116,1.3662517595786692,2.1071369514200863e-05,16.216931216931215,4.923274271174198,11.933485050799364,9.169230769230769,13.056241252878944,55.2991625610145
28,pano=dTgDk03eLsZkg9mi6tvX4g,103.6261086671674,1.307373562345153,3.4127475799876895e-05,17.380952380952383,5.199553622712296,8.317041425437546,9.830769230769231,10.004544920666724,50.73286158053818
29,pano=_NDjniObW5fKR8Sh4JX55w,103.94426323872791,1.3604637724415258,3.452165543288973e-06,18.174603174603178,5.716658905923152,11.617432785801132,13.56153846153846,11.528969697507035,60.59920302537296
30,pano=QoCNI5iDdERQMhxHJQtmZg,103.6338975405455,1.299892800895979,4.724664688090659e-05,17.222222222222225,4.892082906122892,8.592163193141044,9.769230769230768,11.361371880104183,51.83707097082112
31,pano=kYDIu2jmHs8xOOB6HYzbCQ,103.890361568234,1.3035864178255778,5.062154858790547e-05,16.7687074829932,5.174392748074097,8.715765212091444,14.915384615384614,11.516449023998009,57.09069908254136
32,pano=_kpMzY8RHpbULd-n9LIe7w,103.8228202,1.2722604,0.0002482919652428,17.03514739229025,5.673393946533681,9.932039745776938,9.1,11.018009132157763,52.758590216758634
33,pano=a5XPaKIc8bqormES5a2UiA,103.72334645675,1.337694871146617,7.66493589338677e-05,15.145502645502646,6.143403342431563,11.430497064700685,9.423076923076923,11.120015978513386,53.262495954225194
34,pano=WvhYbxKO_joqLMXzRlSsMw,103.894958737354,1.3712252163988492,3.399747390354662e-05,16.46825396825397,5.78564403190092,10.183315768429134,8.984615384615385,12.664633757594023,54.086462910793436
35,pano=rm-9wIQuX84j3oOkf1NF9Q,103.834934,1.3607762,5.336037854069859e-05,17.777777777777782,5.084844829205281,8.155578713599494,9.692307692307692,11.443464861554489,52.15397387444474
36,pano=6PCeA-1Jr5IYpa8id-qgnA,103.9050138988065,1.309513688926509,8.190484798057894e-06,14.639077853363569,6.416542011126175,10.293158608597505,9.076923076923077,13.717381561034266,54.14308311104459
37,pano=bhqZj8G92bYpS6jPYc_ypQ,103.90889490301907,1.336885341285155,6.433927578642985e-05,17.301587301587304,6.135611879066094,12.884792801384163,9.923076923076923,10.542177205264348,56.78724611037883
38,pano=wmcNMJnnJhKIa6dLucCo9w,103.7911246,1.3336,4.527471702337372e-05,19.404761904761905,4.598374853590165,11.310419880215026,9.884615384615383,12.202518689420932,57.400690712603414
39,pano=DUIw2lB510MLYgNHikSlEw,103.9013932236235,1.300800072424556,4.938378151542631e-05,17.0578231292517,6.442070734236844,8.424401266785113,14.630769230769229,8.754051674168497,55.309116035211375
40,pano=kW2TD3N8-xgQMGoDgKQnUQ,103.83679320367108,1.421140701385947,2.061451836621517e-05,16.111111111111114,5.316951946754067,8.434638986296743,9.692307692307692,14.234524396559465,53.78953413302908
41,pano=W-fhgoenBw9qWAT_OTBdAA,103.8813352512607,1.306686863107444,5.788307258349407e-05,14.967876039304612,6.602742274965274,7.04894362963958,8.707692307692307,12.369370090313836,49.69662434191561
42,pano=S-E8kR2NNSmz3a6BWmQAig,103.769655,1.2951549999999998,9.780235171437714e-05,14.710884353741498,4.821877822615564,9.794322212138113,9.607692307692307,9.743052971652803,48.677829667840285
43,pano=o9TQBmgzQ5SL5CszKh0OQA,103.7974397,1.281938,0.0004010040523467,19.365079365079364,7.478003244507505,10.461538461538462,10.0,9.404821140502245,56.709442211627575
44,pano=ojtHndBna9YjJH3kSIgIOg,103.69009194681092,1.340609363792606,3.496266780303958e-05,15.821995464852607,5.36765589039501,9.939776511485668,8.823076923076922,10.297281430074726,50.24978621988493
45,pano=ORlqvrYg70A_b7DBIBhysA,103.7520303096604,1.325800322996504,0.0002294891914738,15.780423280423282,6.828626812336693,11.178238520490224,14.953846153846154,10.12093828141058,58.862073048506936
46,pano=1cWyu-QWS47eEeVpne6MKQ,103.6344507093735,1.2954523624783392,4.355155126734764e-05,16.944444444444446,4.996449052291644,10.21079067188219,9.915384615384614,11.382874294236316,53.449943078239215
47,pano=VY_pS5UQhe7yiqPAnjVz8g,103.8852441865931,1.33232956825855,6.085090395513596e-06,17.426303854875282,6.498510340202192,8.87438464901915,9.632058377728477,10.14648482359845,52.57774204542355
48,pano=DKMp8S0_he8P4ZU6PssCuA,103.8523399829284,1.350898485319457,1.9531109984044743e-05,17.42063492063492,6.167542379603012,13.592456930692594,14.246153846153844,10.234465547627224,61.6612536247116
