,pano_id,panoLon,panoLat,distDiff,connectivity,environment,infrastructure,vehicle_cyclist_interaction,perception,bikeability
0,pano=d1hU7t4QKuXqckKk29ENTQ,139.68277780000005,35.5742876,1.7729354178481352e-05,18.92857142857143,7.670272381957374,8.778782916263832,9.769230769230768,10.246653299669635,55.39351079569305
1,pano=HRySgi0gFKuRD9QrQ3BdFw,139.6204007,35.723570200000005,1.3601470453498974e-06,17.063492063492063,6.679328579678611,4.45788901289826,9.907692307692308,9.297338249476116,47.40574021323735
2,pano=LySKMao7KBtKwGBAST6INA,139.8662083174111,35.664492106918615,7.171067084388772e-06,16.967120181405896,8.001545648746504,5.941639830840891,9.723076923076924,9.723287395987043,50.35666998005726
3,pano=EjuTxRVkM6ywSKSNtLzFrg,139.66305456322348,35.6073397898322,0.0003564296537463,20.0,6.9496673251565895,7.886970421234197,10.0,12.104599246482692,56.94123699287348
4,pano=pLawV8B_NY4JFfpRr8v-3A,139.6221563,35.7666782,1.366235706815936e-05,19.614512471655328,5.699758746168619,10.175237739786953,9.930769230769233,11.450515303726524,56.870793492106664
5,pano=_RAHduQIDYXJsw8GE1GLeQ,139.825423777884,35.644464478777905,1.1499875265827157e-05,19.603174603174605,4.9573676675948,11.168508907827508,14.784615384615384,10.279526684529513,60.79319324774181
6,pano=2i8qpDtERLk5kqkoKy8r3Q,139.61741999999998,35.6612159,2.351276249517028e-05,19.603174603174605,5.443155506350597,5.284452387294363,10.0,10.346259116936908,50.67704161375647
7,pano=t0DuqTQYd41MNmz0UA-BMA,139.7173646,35.579377,1.6046494956417887e-05,20.0,7.178627164859258,7.638736046539506,9.907692307692308,10.635619710429175,55.36067522952025
8,pano=vTp9JLzjhhF-J1TIFRVQdQ,139.9143109,35.6935657,7.272227991955958e-05,20.0,6.1397891416355845,6.39720967705403,10.0,12.002720714841152,54.53971953353077
9,pano=lTLwVAASTNk73PEPmK8s1A,139.7256178,35.7057731,6.158733648620334e-06,17.777777777777782,7.929637810512226,6.300487178708199,9.838461538461535,9.447726508583427,51.29409081404317
10,pano=MGMmY9lhqjywQWGGF8tahw,139.7982839,35.6356899,0.0001345710593017,19.761904761904763,5.232298320630947,7.279258836143393,9.815384615384614,8.800158059996152,50.88900459405987
11,pano=IMXp5CUT2Ab1pkYwhs4aag,139.6584783,35.6735334,0.0002311649843615,18.860544217687075,7.025859292139905,6.006644267946241,9.861538461538462,5.622455077679248,47.377041316990926
12,pano=c3gsJt7MwMzeevttrw6qwA,139.64235449999998,35.6819841,0.0001846655625758,19.404761904761905,5.783292454562279,6.053488123445441,10.0,7.024395050961989,48.265937533731616
13,pano=jtkCHa2oukEPqeie4X_9iw,139.7485427187786,35.66883115298813,7.930318858178263e-05,14.55215419501134,6.665185890385471,11.276548061347995,8.538461538461538,12.412809023465568,53.44515870867192
14,pano=KfmwBNtBFvXUiEjk87gDRg,139.8317183,35.6732993,6.324555365035994e-06,19.52380952380953,7.368072106091132,5.914106476405951,10.0,7.294953161163055,50.10094126746967
